TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
SPRI5;8,52;;-1,30;0,96;0,93;;;;-1,18;-2,46;0,17;-0,14;;1,81;-1,93;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;3.405,00;8,86;-6,54;0,00;48.073.731,88
SPRI6;11,00;;-1,68;1,24;1,20;;;;-1,52;-2,46;0,17;-0,14;;2,34;-2,49;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;13.263,91;8,86;-6,54;0,00;48.073.731,88
SPRT3B;76,40;;-2.717,50;-2.795,73;34.713,49;;;;-2.958,01;-2.958,01;0,00;;;-2.588,38;-34.899,85;0,00;-102,88;-1.277,40;94,51;-12,42;13,42;0,00;;;;-0,03;-0,03;63,96;370.531.748,80
SQIA3;21,70;;308,90;3,52;2,40;34,08;3,31;2,36;220,08;185,21;-34,88;-0,56;7,29;5,60;-5,22;4,85;1,14;0,78;0,99;0,68;0,32;0,33;22,77;-12,74;17.358.364,45;6,17;0,07;-1,48;1.530.909.220,40
STBP3;6,84;0,26;-428,70;2,81;1,39;23,77;6,40;-1,48;99,10;88,39;-10,70;-0,30;6,35;6,26;-1,97;4,18;-0,66;-0,33;2,20;0,50;0,50;0,22;-0,73;;39.830.019,39;2,43;-0,02;2,26;5.899.352.105,52
STKF3;0,00;;0,00;0,00;0,00;50,06;27,24;12,47;0,00;3,07;3,07;0,30;0,00;0,00;0,00;1,06;4,50;2,53;5,92;0,56;0,44;0,20;14,50;;;4,76;0,21;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;30,88;10,84;10,83;0,00;-0,50;-0,50;-0,10;0,00;0,00;0,00;2,98;19,44;11,32;13,57;0,58;0,42;1,04;9,75;31,06;;2,10;0,41;0,00;0,00
SULA11;39,55;4,54;6,76;1,96;0,57;13,59;5,09;12,22;16,23;0,69;-15,54;-1,88;0,83;1,50;-1,79;2,26;28,97;8,42;6,95;0,29;0,71;0,69;4,99;26,05;138.859.202,97;20,18;5,85;0,07;15.881.969.550,30
SULA3;15,05;3,98;7,72;2,24;0,65;13,59;5,09;12,22;18,53;0,69;-15,54;-1,88;0,94;1,71;-2,04;2,26;28,97;8,42;6,95;0,29;0,71;0,69;4,99;26,05;283.959,64;6,73;1,95;0,08;15.881.969.550,30
SULA4;12,00;4,99;6,16;1,78;0,52;13,59;5,09;12,22;14,77;0,69;-15,54;-1,88;0,75;1,37;-1,63;2,26;28,97;8,42;6,95;0,29;0,71;0,69;4,99;26,05;405.298,39;6,73;1,95;0,06;15.881.969.550,30
SUZB3;74,00;;-9,39;13,73;0,99;37,73;27,72;-35,21;11,93;19,49;7,56;8,70;3,31;10,29;-1,20;2,20;-146,17;-10,54;1,89;0,07;0,93;0,30;24,40;;661.613.225,67;5,39;-7,88;-0,03;100.733.505.216,00
TAEE11;36,10;8,89;5,50;2,06;0,88;70,57;89,71;63,54;3,89;5,57;1,68;0,89;3,49;8,19;-1,06;2,80;37,55;16,04;22,30;0,43;0,57;0,25;18,22;20,00;90.657.901,67;17,49;6,57;0,04;12.436.410.542,70
TAEE3;11,73;9,12;5,36;2,01;0,86;70,57;89,71;63,54;3,79;5,57;1,68;0,89;3,40;7,98;-1,03;2,80;37,55;16,04;22,30;0,43;0,57;0,25;18,22;20,00;1.157.019,00;5,83;2,19;0,04;12.436.410.542,70
TAEE4;12,05;8,88;5,50;2,07;0,88;70,57;89,71;63,54;3,90;5,57;1,68;0,89;3,50;8,20;-1,06;2,80;37,55;16,04;22,30;0,43;0,57;0,25;18,22;20,00;2.820.711,52;5,83;2,19;0,04;12.436.410.542,70
TASA3;25,25;;9,21;57,42;1,66;42,60;24,49;14,87;5,59;6,98;1,55;15,97;1,37;6,83;-4,58;1,62;623,63;18,05;45,22;0,03;0,97;1,21;16,57;;3.316.725,73;0,44;2,74;0,02;2.355.227.400,70
TASA4;23,80;;8,68;54,13;1,57;42,60;24,49;14,87;5,27;6,98;1,55;15,97;1,29;6,44;-4,32;1,62;623,63;18,05;45,22;0,03;0,97;1,21;16,57;;83.197.877,03;0,44;2,74;0,02;2.355.227.400,70
TCNO3;1,87;;24,56;33,46;0,05;;;;-14,63;-51,46;-39,55;90,44;;-0,13;-0,06;0,29;136,22;0,22;-2,50;0,00;1,00;0,00;;;31.324,09;0,06;0,08;-0,22;10.076.032,42
TCNO4;1,33;;17,47;23,80;0,04;;;;-10,41;-51,46;-39,55;90,44;;-0,09;-0,05;0,29;136,22;0,22;-2,50;0,00;1,00;0,00;;;39.405,06;0,06;0,08;-0,15;10.076.032,42
TCSA3;8,00;;-3,57;0,74;0,34;-8,95;-78,92;-91,26;-4,13;-6,06;-1,93;0,35;3,26;1,46;-0,57;2,35;-20,83;-9,45;-11,32;0,45;0,55;0,10;-32,32;;11.980.813,12;10,75;-2,24;0,10;588.953.840,00
TECN3;1,50;;-4,18;0,37;0,20;45,95;-3,93;-11,51;-12,25;-18,66;-6,41;0,19;0,48;0,42;-0,47;5,19;-8,90;-4,70;-3,38;0,53;0,47;0,41;-9,24;;2.261.267,61;4,03;-0,36;0,05;117.759.322,50
TEKA3;45,50;;-0,20;-0,01;0,02;18,65;-11,29;-89,43;-1,57;-34,83;-33,86;;0,18;-0,01;-0,02;0,03;-6,96;-11,78;1,66;-1,69;2,69;0,13;4,39;;29.868,79;-3.293,09;-229,15;0,01;14.103.559,70
TEKA4;19,28;;-0,08;-0,01;0,01;18,65;-11,29;-89,43;-0,67;-34,83;-33,86;;0,08;0,00;-0,01;0,03;-6,96;-11,78;1,66;-1,69;2,69;0,13;4,39;;102.106,34;-3.293,09;-229,15;0,01;14.103.559,70
TELB3;73,31;;-46,84;3,20;1,17;-71,84;-26,88;-39,81;-69,35;-47,44;9,70;-0,45;18,65;4,90;-1,70;4,37;-6,84;-2,50;-3,93;0,37;0,63;0,06;42,70;;127.177,13;22,89;-1,57;0,85;4.098.600.980,80
TELB4;25,69;;-16,41;1,12;0,41;-71,84;-26,88;-39,81;-24,30;-47,44;9,70;-0,45;6,53;1,72;-0,60;4,37;-6,84;-2,50;-3,93;0,37;0,63;0,06;42,70;;255.246,58;22,89;-1,57;0,30;4.098.600.980,80
TEND3;26,55;1,86;13,83;1,82;0,65;31,12;11,60;8,78;10,47;9,91;-0,56;-0,10;1,21;1,80;-1,87;2,27;13,20;4,73;8,33;0,36;0,64;0,54;21,81;46,40;40.898.733,39;14,55;1,92;-0,58;2.770.339.731,30
TESA3;33,00;;-12,57;0,91;0,25;23,29;20,14;-4,61;2,88;6,96;4,09;1,29;0,58;-7,85;-0,38;0,92;-7,24;-1,95;12,82;0,27;0,73;0,42;7,32;;1.499.208,67;36,23;-2,62;0,22;714.697.434,00
TFCO4;12,00;;428,15;417,85;36,80;55,16;15,97;12,18;326,54;325,20;-1,34;-1,72;52,14;687,03;-129,30;1,08;97,59;8,59;37,43;0,09;0,91;0,71;;;3.079.140,00;0,03;0,03;;11.390.930.868,00
TGMA3;19,30;1,76;17,30;2,04;1,24;19,78;10,49;7,28;11,99;11,94;-0,06;-0,01;1,26;4,08;-2,50;2,52;11,77;7,17;9,39;0,61;0,39;0,99;-2,05;49,24;12.023.138,70;9,48;1,12;-0,28;1.273.856.259,50
TIET11;17,40;6,17;8,19;3,77;0,69;94,37;86,92;42,17;3,97;5,82;1,85;1,75;3,45;-43,04;-0,91;0,94;46,03;8,45;19,40;0,18;0,82;0,20;-5,19;1,09;26.871.074,73;4,62;2,12;0,04;6.944.453.503,68
TIET3;3,48;6,17;8,19;3,77;0,69;94,37;86,92;42,17;3,97;5,82;1,85;1,75;3,45;-43,04;-0,91;0,94;46,03;8,45;19,40;0,18;0,82;0,20;-5,19;1,09;620.249,06;0,92;0,43;0,04;6.944.453.503,68
TIET4;3,50;6,13;8,24;3,79;0,70;94,37;86,92;42,17;4,00;5,82;1,85;1,75;3,47;-43,29;-0,92;0,94;46,03;8,45;19,40;0,18;0,82;0,20;-5,19;1,09;1.674.934,15;0,92;0,43;0,05;6.944.453.503,68
TIMS3;13,24;3,38;17,38;1,38;0,77;53,69;16,30;10,68;11,39;13,32;1,94;0,24;1,86;15,19;-1,03;1,25;7,95;4,43;7,97;0,56;0,44;0,41;0,15;-2,43;78.130.963,61;9,58;0,76;-0,35;32.051.450.229,52
TKNO3;0,00;;0,00;0,00;0,00;25,95;11,38;5,03;0,00;1,36;-1,95;-0,20;0,00;0,00;0,00;3,78;4,54;3,66;6,82;0,81;0,19;0,73;1,69;16,13;;63,79;2,90;0,00;63.939.715,91
TKNO4;46,99;4,08;16,23;0,74;0,59;25,95;11,38;5,03;7,17;1,36;-1,95;-0,20;0,82;1,43;-1,37;3,78;4,54;3,66;6,82;0,81;0,19;0,73;1,69;16,13;44.375,33;63,79;2,90;-0,35;63.939.715,91
TOTS3;28,91;0,74;56,64;6,42;3,25;70,08;15,16;11,36;42,45;40,21;-2,24;-0,34;6,44;21,10;-7,22;1,39;11,33;5,73;10,50;0,51;0,49;0,50;6,34;8,63;188.332.583,21;4,51;0,51;1,40;16.707.470.062,71
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;1,78;;-17,26;0,48;0,09;14,52;0,94;-1,83;33,70;226,54;192,84;2,76;0,32;-0,40;-0,09;0,23;-2,80;-0,51;-2,35;0,18;0,81;0,28;-10,51;;1.839.070,52;3,69;-0,10;0,18;313.280.000,00
TRIS3;10,37;2,07;11,38;1,60;0,89;35,26;22,65;19,35;9,72;10,03;0,31;0,05;2,20;1,58;-3,90;3,68;14,02;7,81;10,33;0,56;0,44;0,40;18,29;49,27;17.486.926,00;6,50;0,91;0,53;1.935.223.869,06
TRPL3;29,30;8,69;5,74;1,37;0,79;69,27;119,77;90,94;4,36;4,42;0,46;0,14;5,22;4,67;-1,01;4,01;23,80;13,67;19,25;0,57;0,43;0,15;23,49;45,59;107.329,94;21,44;5,10;0,06;17.537.110.834,68
TRPL4;24,89;10,23;4,88;1,16;0,67;69,27;119,77;90,94;3,70;4,42;0,46;0,14;4,44;3,97;-0,86;4,01;23,80;13,67;19,25;0,57;0,43;0,15;23,49;45,59;50.568.605,18;21,44;5,10;0,05;17.537.110.834,68
TUPY3;20,94;;-39,62;1,18;0,49;16,09;5,09;-1,79;13,92;17,62;3,69;0,31;0,71;1,66;-1,08;2,20;-2,98;-1,25;3,53;0,42;0,58;0,70;4,44;;25.502.657,70;17,71;-0,53;0,31;3.019.076.850,00
TXRX3;41,18;;72,96;-0,58;0,92;26,20;-0,73;3,14;-312,65;-544,29;-391,21;;2,29;-0,65;-1,44;0,20;-0,79;1,26;0,77;-1,60;2,60;0,40;3,62;;32.164,38;-71,54;0,56;-1,76;85.879.656,26
TXRX4;9,24;;16,37;-0,13;0,21;26,20;-0,73;3,14;-70,15;-544,29;-391,21;;0,51;-0,14;-0,32;0,20;-0,79;1,26;0,77;-1,60;2,60;0,40;3,62;;81.433,06;-71,54;0,56;-0,39;85.879.656,26
UCAS3;4,24;6,84;18,89;1,80;1,37;39,01;11,68;9,86;15,95;13,24;-2,71;-0,31;1,86;4,18;-2,86;2,67;9,51;7,23;7,71;0,76;0,24;0,73;-7,54;2,51;486.308,70;2,36;0,22;-1,08;280.206.183,36
UGPA3;19,82;2,22;24,74;2,23;0,61;6,91;2,18;1,10;12,50;19,01;6,51;1,16;0,27;2,68;-1,18;1,89;9,01;2,46;4,11;0,27;0,73;2,24;1,43;-9,32;167.788.569,45;8,89;0,80;0,18;22.100.819.222,82
UNIP3;59,00;1,88;15,15;3,20;1,24;34,50;19,35;9,50;7,44;7,18;-0,53;-0,23;1,44;8,44;-2,12;1,54;21,14;8,16;21,10;0,39;0,61;0,86;35,12;33,34;812.703,18;18,42;3,89;0,14;5.774.241.624,60
UNIP5;61,99;2,42;15,92;3,37;1,30;34,50;19,35;9,50;7,82;7,18;-0,53;-0,23;1,51;8,86;-2,23;1,54;21,14;8,16;21,10;0,39;0,61;0,86;35,12;33,34;96.011,44;18,42;3,89;0,14;5.774.241.624,60
